Season,Round,Team,Player,PlayerUrl,Position,SelectionType,ScrapedAt
2026,6,Collingwood,A Anderson,pp-collingwood-magpies--angus-anderson,Interchange,interchange,2026-04-17 19:14
2026,6,Collingwood,W Hayes,pp-collingwood-magpies--will-hayes-1,Interchange,interchange,2026-04-17 19:14
2026,6,Collingwood,T Membrey,pp-collingwood-magpies--tim-membrey,Interchange,interchange,2026-04-17 19:14
2026,6,Collingwood,W Parker,pp-collingwood-magpies--wil-parker,,emergency,2026-04-17 19:14
2026,6,Collingwood,L Sullivan,pp-collingwood-magpies--lachie-sullivan,,emergency,2026-04-17 19:14
2026,6,Collingwood,J Buller,pp-collingwood-magpies--jack-buller,,emergency,2026-04-17 19:14
2026,6,Geelong,L Humphries,pp-geelong-cats--lawson-humphries,Interchange,interchange,2026-04-17 19:14
2026,6,Geelong,Z Guthrie,pp-geelong-cats--zach-guthrie,Interchange,interchange,2026-04-17 19:14
2026,6,Geelong,J Bowes,pp-geelong-cats--jack-bowes,Interchange,interchange,2026-04-17 19:14
2026,6,Geelong,J Worpel,pp-geelong-cats--james-worpel,Interchange,interchange,2026-04-17 19:14
2026,6,Geelong,O Henry,pp-geelong-cats--oliver-henry,Interchange,interchange,2026-04-17 19:14
2026,6,Geelong,B Close,pp-geelong-cats--bradley-close,,emergency,2026-04-17 19:14
2026,6,Geelong,M Knevitt,pp-geelong-cats--mitchell-knevitt,,emergency,2026-04-17 19:14
2026,6,Geelong,J Henry,pp-geelong-cats--jack-henry,,emergency,2026-04-17 19:14
2026,6,Geelong,J Kolodjashnij,pp-geelong-cats--jake-kolodjashnij,Key Defender,selected,2026-04-17 19:14
2026,6,Geelong,C O'Sullivan,pp-geelong-cats--connor-o-sullivan,Key Defender,selected,2026-04-17 19:14
2026,6,Geelong,T Stewart,pp-geelong-cats--thomas-stewart,Key Defender,selected,2026-04-17 19:14
2026,6,Western Bulldogs,J Croft,pp-western-bulldogs--jordan-croft,Key Forward,selected,2026-04-17 19:14
2026,6,Western Bulldogs,A Naughton,pp-western-bulldogs--aaron-naughton,Key Forward,selected,2026-04-17 19:14
2026,6,Western Bulldogs,R West,pp-western-bulldogs--rhylee-west,Key Forward,selected,2026-04-17 19:14
2026,6,Geelong,M Blicavs,pp-geelong-cats--mark-blicavs,Gen. Defender,selected,2026-04-17 19:14
2026,6,Geelong,S De Koning,pp-geelong-cats--sam-de-koning,Gen. Defender,selected,2026-04-17 19:14
2026,6,Geelong,T Bruhn,pp-geelong-cats--tanner-bruhn,Gen. Defender,selected,2026-04-17 19:14
2026,6,Western Bulldogs,R Sanders,pp-western-bulldogs--ryley-sanders,Gen. Forward,selected,2026-04-17 19:14
2026,6,Western Bulldogs,S Darcy,pp-western-bulldogs--sam-darcy,Gen. Forward,selected,2026-04-17 19:14
2026,6,Western Bulldogs,J Freijah,pp-western-bulldogs--joel-freijah,Gen. Forward,selected,2026-04-17 19:14
2026,6,Geelong,O Dempsey,pp-geelong-cats--ollie-dempsey,Midfielder,selected,2026-04-17 19:14
2026,6,Geelong,B Smith,pp-geelong-cats--bailey-smith,Midfielder,selected,2026-04-17 19:14
2026,6,Geelong,O Mullin,pp-geelong-cats--oisin-mullin,Midfielder,selected,2026-04-17 19:14
2026,6,Western Bulldogs,S Davidson,pp-western-bulldogs--sam-davidson,Midfielder,selected,2026-04-17 19:14
2026,6,Western Bulldogs,M Bontempelli,pp-western-bulldogs--marcus-bontempelli,Midfielder,selected,2026-04-17 19:14
2026,6,Western Bulldogs,B Williams,pp-western-bulldogs--bailey-williams,Midfielder,selected,2026-04-17 19:14
2026,6,Geelong,J Cameron,pp-geelong-cats--jeremy-cameron,Gen. Forward,selected,2026-04-17 19:14
2026,6,Geelong,O Wiltshire,pp-geelong-cats--oliver-wiltshire,Gen. Forward,selected,2026-04-17 19:14
2026,6,Geelong,S Mannagh,pp-geelong-cats--shaun-mannagh,Gen. Forward,selected,2026-04-17 19:14
2026,6,Western Bulldogs,L Bramble,pp-western-bulldogs--lachlan-bramble,Gen. Defender,selected,2026-04-17 19:14
2026,6,Western Bulldogs,J O'Donnell,pp-western-bulldogs--james-o-donnell,Gen. Defender,selected,2026-04-17 19:14
2026,6,Western Bulldogs,B Dale,pp-western-bulldogs--bailey-dale,Gen. Defender,selected,2026-04-17 19:14
2026,6,Geelong,P Dangerfield,pp-geelong-cats--patrick-dangerfield,Key Forward,selected,2026-04-17 19:14
2026,6,Geelong,S Neale,pp-geelong-cats--shannon-neale,Key Forward,selected,2026-04-17 19:14
2026,6,Geelong,J Martin,pp-geelong-cats--jack-martin,Key Forward,selected,2026-04-17 19:14
2026,6,Western Bulldogs,M Sellwood,pp-western-bulldogs--michael-sellwood,Key Defender,selected,2026-04-17 19:14
2026,6,Western Bulldogs,B Khamis,pp-western-bulldogs--buku-khamis,Key Defender,selected,2026-04-17 19:14
2026,6,Western Bulldogs,R Lobb,pp-western-bulldogs--rory-lobb,Key Defender,selected,2026-04-17 19:14
2026,6,Geelong,M Edwards,pp-geelong-cats--mitchell-edwards,Ruck,selected,2026-04-17 19:14
2026,6,Geelong,T Atkins,pp-geelong-cats--tom-atkins,Ruck,selected,2026-04-17 19:14
2026,6,Geelong,M Holmes,pp-geelong-cats--max-holmes,Ruck,selected,2026-04-17 19:14
2026,6,Western Bulldogs,W Lewis,pp-western-bulldogs--will-lewis,Ruck,selected,2026-04-17 19:14
2026,6,Western Bulldogs,M Kennedy,pp-western-bulldogs--matthew-kennedy-1,Ruck,selected,2026-04-17 19:14
2026,6,Western Bulldogs,E Richards,pp-western-bulldogs--ed-richards,Ruck,selected,2026-04-17 19:14
2026,6,Western Bulldogs,L Jaques,pp-western-bulldogs--lachie-jaques,Interchange,interchange,2026-04-17 19:14
2026,6,Western Bulldogs,L Emmett,pp-western-bulldogs--louis-emmett,Interchange,interchange,2026-04-17 19:14
2026,6,Western Bulldogs,T Liberatore,pp-western-bulldogs--thomas-liberatore,Interchange,interchange,2026-04-17 19:14
2026,6,Western Bulldogs,O Baker,pp-western-bulldogs--oskar-baker,Interchange,interchange,2026-04-17 19:14
2026,6,Western Bulldogs,C Hynes,pp-western-bulldogs--cooper-hynes,Interchange,interchange,2026-04-17 19:14
2026,6,Western Bulldogs,J Busslinger,pp-western-bulldogs--jedd-busslinger,,emergency,2026-04-17 19:14
2026,6,Western Bulldogs,L McNeil,pp-western-bulldogs--lachlan-mcneil,,emergency,2026-04-17 19:14
2026,6,Western Bulldogs,L Cleary,pp-western-bulldogs--luke-cleary,,emergency,2026-04-17 19:14
2026,6,Sydney,R Bice,pp-sydney-swans--riley-bice,Interchange,interchange,2026-04-17 19:14
2026,6,Sydney,J Rowbottom,pp-sydney-swans--james-rowbottom,Interchange,interchange,2026-04-17 19:14
2026,6,Sydney,A Sheldrick,pp-sydney-swans--angus-sheldrick,Interchange,interchange,2026-04-17 19:14
2026,6,Sydney,L McDonald,pp-sydney-swans--logan-mcdonald,Interchange,interchange,2026-04-17 19:14
2026,6,Sydney,C Warner,pp-sydney-swans--corey-warner,Interchange,interchange,2026-04-17 19:14
2026,6,Sydney,H McLean,pp-sydney-swans--hayden-mclean,,emergency,2026-04-17 19:14
2026,6,Sydney,B Cootee,pp-sydney-swans--billy-cootee,,emergency,2026-04-17 19:14
2026,6,Sydney,P Ladhams,pp-sydney-swans--peter-ladhams,,emergency,2026-04-17 19:14
2026,6,Sydney,J Hamling,pp-sydney-swans--joel-hamling,Key Defender,selected,2026-04-17 19:14
2026,6,Sydney,T McCartin,pp-sydney-swans--tom-mccartin,Key Defender,selected,2026-04-17 19:14
2026,6,Sydney,S Wicks,pp-sydney-swans--sam-wicks,Key Defender,selected,2026-04-17 19:14
2026,6,GWS Giants,J Hogan,pp-greater-western-sydney-giants--jesse-hogan,Key Forward,selected,2026-04-17 19:14
2026,6,GWS Giants,J Stringer,pp-greater-western-sydney-giants--jake-stringer,Key Forward,selected,2026-04-17 19:14
2026,6,GWS Giants,J Riccardi,pp-greater-western-sydney-giants--jake-riccardi,Key Forward,selected,2026-04-17 19:14
2026,6,Sydney,M Roberts,pp-sydney-swans--matthew-roberts,Gen. Defender,selected,2026-04-17 19:14
2026,6,Sydney,N Blakey,pp-sydney-swans--nick-blakey,Gen. Defender,selected,2026-04-17 19:14
2026,6,Sydney,C Mills,pp-sydney-swans--callum-mills,Gen. Defender,selected,2026-04-17 19:14
2026,6,GWS Giants,X O'Halloran,pp-greater-western-sydney-giants--xavier-o-halloran,Gen. Forward,selected,2026-04-17 19:14
2026,6,GWS Giants,T Bedford,pp-greater-western-sydney-giants--toby-bedford,Gen. Forward,selected,2026-04-17 19:14
2026,6,GWS Giants,P Gothard,pp-greater-western-sydney-giants--phoenix-gothard,Gen. Forward,selected,2026-04-17 19:14
2026,6,Sydney,J Serong,pp-sydney-swans--jai-serong,Midfielder,selected,2026-04-17 19:14
2026,6,Sydney,I Heeney,pp-sydney-swans--isaac-heeney,Midfielder,selected,2026-04-17 19:14
2026,6,Sydney,J Lloyd,pp-sydney-swans--jake-lloyd,Midfielder,selected,2026-04-17 19:14
2026,6,GWS Giants,R Angwin,pp-greater-western-sydney-giants--ryan-angwin,Midfielder,selected,2026-04-17 19:14
2026,6,GWS Giants,C Oliver,pp-greater-western-sydney-giants--clayton-oliver,Midfielder,selected,2026-04-17 19:14
2026,6,GWS Giants,H Thomas,pp-greater-western-sydney-giants--harvey-thomas,Midfielder,selected,2026-04-17 19:14
2026,6,Sydney,H Cunningham,pp-sydney-swans--harry-cunningham,Gen. Forward,selected,2026-04-17 19:14
2026,6,Sydney,T Papley,pp-sydney-swans--tom-papley,Gen. Forward,selected,2026-04-17 19:14
2026,6,Sydney,J Jordon,pp-sydney-swans--james-jordon,Gen. Forward,selected,2026-04-17 19:14
2026,6,GWS Giants,L Whitfield,pp-greater-western-sydney-giants--lachie-whitfield,Gen. Defender,selected,2026-04-17 19:14
2026,6,GWS Giants,L Ash,pp-greater-western-sydney-giants--lachlan-ash,Gen. Defender,selected,2026-04-17 19:14
2026,6,GWS Giants,H Himmelberg,pp-greater-western-sydney-giants--harrison-himmelberg,Gen. Defender,selected,2026-04-17 19:14
2026,6,Sydney,J Amartey,pp-sydney-swans--joel-amartey,Key Forward,selected,2026-04-17 19:14
2026,6,Sydney,C Curnow,pp-sydney-swans--charlie-curnow,Key Forward,selected,2026-04-17 19:14
2026,6,Sydney,M Rosas,pp-sydney-swans--malcolm-rosas,Key Forward,selected,2026-04-17 19:14
2026,6,GWS Giants,J Laverde,pp-greater-western-sydney-giants--jayden-laverde,Key Defender,selected,2026-04-17 19:14
2026,6,GWS Giants,C Idun,pp-greater-western-sydney-giants--connor-idun,Key Defender,selected,2026-04-17 19:14
2026,6,GWS Giants,J Buckley,pp-greater-western-sydney-giants--jack-buckley,Key Defender,selected,2026-04-17 19:14
2026,6,Sydney,B Grundy,pp-sydney-swans--brodie-grundy,Ruck,selected,2026-04-17 19:14
2026,6,Sydney,C Warner,pp-sydney-swans--chad-warner,Ruck,selected,2026-04-17 19:14
2026,6,Sydney,J McInerney,pp-sydney-swans--justin-mcinerney,Ruck,selected,2026-04-17 19:14
2026,6,GWS Giants,L Aleer,pp-greater-western-sydney-giants--leek-aleer,Ruck,selected,2026-04-17 19:14
2026,6,GWS Giants,T Greene,pp-greater-western-sydney-giants--toby-greene,Ruck,selected,2026-04-17 19:14
2026,6,GWS Giants,F Callaghan,pp-greater-western-sydney-giants--finn-callaghan,Ruck,selected,2026-04-17 19:14
2026,6,GWS Giants,J Fonti,pp-greater-western-sydney-giants--joseph-fonti,Interchange,interchange,2026-04-17 19:14
2026,6,GWS Giants,H Rowston,pp-greater-western-sydney-giants--harry-rowston,Interchange,interchange,2026-04-17 19:14
2026,6,GWS Giants,T McMullin,pp-greater-western-sydney-giants--toby-mcmullin,Interchange,interchange,2026-04-17 19:14
2026,6,GWS Giants,O Hannaford,pp-greater-western-sydney-giants--oliver-hannaford,Interchange,interchange,2026-04-17 19:14
2026,6,GWS Giants,N Madden,pp-greater-western-sydney-giants--nick-madden,Interchange,interchange,2026-04-17 19:14
2026,6,GWS Giants,C Brown,pp-greater-western-sydney-giants--callum-brown-1,,emergency,2026-04-17 19:14
2026,6,GWS Giants,C Stone,pp-greater-western-sydney-giants--conor-stone,,emergency,2026-04-17 19:14
2026,6,GWS Giants,J Leake,pp-greater-western-sydney-giants--james-leake,,emergency,2026-04-17 19:14
2026,6,Gold Coast,J Walter,pp-gold-coast-suns--jed-walter,Interchange,interchange,2026-04-17 19:14
2026,6,Gold Coast,C Ballard,pp-gold-coast-suns--charlie-ballard,Interchange,interchange,2026-04-17 19:14
2026,6,Gold Coast,J Jeffrey,pp-gold-coast-suns--joel-jeffrey,Interchange,interchange,2026-04-17 19:14
2026,6,Gold Coast,J Rogers,pp-gold-coast-suns--jake-rogers,Interchange,interchange,2026-04-17 19:14
2026,6,Gold Coast,O Adams,pp-gold-coast-suns--oscar-adams,Interchange,interchange,2026-04-17 19:14
2026,6,Gold Coast,N Moyle,pp-gold-coast-suns--ned-moyle,,emergency,2026-04-17 19:14
2026,6,Gold Coast,L Gulbin,pp-gold-coast-suns--lachlan-gulbin,,emergency,2026-04-17 19:14
2026,6,Gold Coast,B Jepson,pp-gold-coast-suns--ben-jepson,,emergency,2026-04-17 19:14
2026,6,Gold Coast,M Andrew,pp-gold-coast-suns--mac-andrew,Key Defender,selected,2026-04-17 19:14
2026,6,Gold Coast,S Collins,pp-gold-coast-suns--samuel-collins,Key Defender,selected,2026-04-17 19:14
2026,6,Gold Coast,B Uwland,pp-gold-coast-suns--bodhi-uwland,Key Defender,selected,2026-04-17 19:14
2026,6,Essendon,I Kako,pp-essendon-bombers--isaac-kako,Key Forward,selected,2026-04-17 19:14
2026,6,Essendon,P Wright,pp-essendon-bombers--peter-wright,Key Forward,selected,2026-04-17 19:14
2026,6,Essendon,A May,pp-essendon-bombers--archie-may,Key Forward,selected,2026-04-17 19:14
2026,6,Gold Coast,J Noble,pp-gold-coast-suns--john-noble,Gen. Defender,selected,2026-04-17 19:14
2026,6,Gold Coast,W Powell,pp-gold-coast-suns--wil-powell,Gen. Defender,selected,2026-04-17 19:14
2026,6,Gold Coast,D Rioli,pp-gold-coast-suns--daniel-rioli,Gen. Defender,selected,2026-04-17 19:14
2026,6,Essendon,S Durham,pp-essendon-bombers--sam-durham,Gen. Forward,selected,2026-04-17 19:14
2026,6,Essendon,N Caddy,pp-essendon-bombers--nate-caddy,Gen. Forward,selected,2026-04-17 19:14
2026,6,Essendon,K Langford,pp-essendon-bombers--kyle-langford,Gen. Forward,selected,2026-04-17 19:14
2026,6,Gold Coast,L Weller,pp-gold-coast-suns--lachlan-weller,Midfielder,selected,2026-04-17 19:14
2026,6,Gold Coast,C Petracca,pp-gold-coast-suns--christian-petracca,Midfielder,selected,2026-04-17 19:14
2026,6,Gold Coast,Z Uwland,pp-gold-coast-suns--zeke-uwland,Midfielder,selected,2026-04-17 19:14
2026,6,Essendon,X Duursma,pp-essendon-bombers--xavier-duursma,Midfielder,selected,2026-04-17 19:14
2026,6,Essendon,J Caldwell,pp-essendon-bombers--jye-caldwell,Midfielder,selected,2026-04-17 19:14
2026,6,Essendon,A D-Wicks,pp-essendon-bombers--archer-day-wicks,Midfielder,selected,2026-04-17 19:14
2026,6,Gold Coast,B Long,pp-gold-coast-suns--ben-long,Gen. Forward,selected,2026-04-17 19:14
2026,6,Gold Coast,B Humphrey,pp-gold-coast-suns--bailey-humphrey,Gen. Forward,selected,2026-04-17 19:14
2026,6,Gold Coast,W Graham,pp-gold-coast-suns--will-graham,Gen. Forward,selected,2026-04-17 19:14
2026,6,Essendon,A Roberts,pp-essendon-bombers--archie-roberts,Gen. Defender,selected,2026-04-17 19:14
2026,6,Essendon,Z Reid,pp-essendon-bombers--zach-reid,Gen. Defender,selected,2026-04-17 19:14
2026,6,Essendon,J Farrow,pp-essendon-bombers--jacob-farrow,Gen. Defender,selected,2026-04-17 19:14
2026,6,Gold Coast,E Read,pp-gold-coast-suns--ethan-read,Key Forward,selected,2026-04-17 19:14
2026,6,Gold Coast,B King,pp-gold-coast-suns--ben-king,Key Forward,selected,2026-04-17 19:14
2026,6,Gold Coast,L Lombard,pp-gold-coast-suns--leo-lombard,Key Forward,selected,2026-04-17 19:14
2026,6,Essendon,J Ridley,pp-essendon-bombers--jordan-ridley,Key Defender,selected,2026-04-17 19:14
2026,6,Essendon,B McKay,pp-essendon-bombers--ben-mckay,Key Defender,selected,2026-04-17 19:14
2026,6,Essendon,A McGrath,pp-essendon-bombers--andrew-mcgrath,Key Defender,selected,2026-04-17 19:14
2026,6,Gold Coast,J Witts,pp-gold-coast-suns--jarrod-witts,Ruck,selected,2026-04-17 19:14
2026,6,Gold Coast,T Miller,pp-gold-coast-suns--touk-miller,Ruck,selected,2026-04-17 19:14
2026,6,Gold Coast,M Rowell,pp-gold-coast-suns--matt-rowell,Ruck,selected,2026-04-17 19:14
2026,6,Essendon,L Blakiston,pp-essendon-bombers--lachlan-blakiston,Ruck,selected,2026-04-17 19:14
2026,6,Essendon,D Parish,pp-essendon-bombers--darcy-parish,Ruck,selected,2026-04-17 19:14
2026,6,Essendon,Z Merrett,pp-essendon-bombers--zachary-merrett,Ruck,selected,2026-04-17 19:14
2026,6,Essendon,E Tsatas,pp-essendon-bombers--elijah-tsatas,Interchange,interchange,2026-04-17 19:14
2026,6,Essendon,S Robey,pp-essendon-bombers--sullivan-robey,Interchange,interchange,2026-04-17 19:14
2026,6,Essendon,J Gresham,pp-essendon-bombers--jade-gresham,Interchange,interchange,2026-04-17 19:14
2026,6,Essendon,S E-Hawli,pp-essendon-bombers--saad-el-hawli,Interchange,interchange,2026-04-17 19:14
2026,6,Essendon,T Edwards,pp-essendon-bombers--tom-edwards,Interchange,interchange,2026-04-17 19:14
2026,6,Essendon,N Cox,pp-essendon-bombers--nikolas-cox,,emergency,2026-04-17 19:14
2026,6,Essendon,J Prior,pp-essendon-bombers--jaxon-prior,,emergency,2026-04-17 19:14
2026,6,Essendon,J Nguyen,pp-essendon-bombers--jayden-nguyen,,emergency,2026-04-17 19:14
2026,6,Hawthorn,M D'Ambrosio,pp-hawthorn-hawks--massimo-d-ambrosio,Interchange,interchange,2026-04-17 19:14
2026,6,Hawthorn,L Meek,pp-hawthorn-hawks--lloyd-meek,Interchange,interchange,2026-04-17 19:14
2026,6,Hawthorn,J Ward,pp-hawthorn-hawks--josh-ward,Interchange,interchange,2026-04-17 19:14
2026,6,Hawthorn,C MacDonald,pp-hawthorn-hawks--connor-macdonald,Interchange,interchange,2026-04-17 19:14
2026,6,Hawthorn,J Ginnivan,pp-hawthorn-hawks--jack-ginnivan,Interchange,interchange,2026-04-17 19:14
2026,6,Hawthorn,J Scrimshaw,pp-hawthorn-hawks--jack-scrimshaw,,emergency,2026-04-17 19:14
2026,6,Hawthorn,F Maginness,pp-hawthorn-hawks--finn-maginness,,emergency,2026-04-17 19:14
2026,6,Hawthorn,B Ryan,pp-hawthorn-hawks--bodie-ryan,,emergency,2026-04-17 19:14
2026,6,Hawthorn,J Weddle,pp-hawthorn-hawks--joshua-weddle,Key Defender,selected,2026-04-17 19:14
2026,6,Hawthorn,T Barrass,pp-hawthorn-hawks--tom-barrass,Key Defender,selected,2026-04-17 19:14
2026,6,Hawthorn,J Impey,pp-hawthorn-hawks--jarman-impey,Key Defender,selected,2026-04-17 19:14
2026,6,Port Adelaide,D B-Jones,pp-port-adelaide-power--darcy-byrne-jones,Key Forward,selected,2026-04-17 19:14
2026,6,Port Adelaide,J Whitlock,pp-port-adelaide-power--jack-whitlock,Key Forward,selected,2026-04-17 19:14
2026,6,Port Adelaide,J Richards,pp-port-adelaide-power--joe-richards,Key Forward,selected,2026-04-17 19:14
2026,6,Hawthorn,J Battle,pp-hawthorn-hawks--josh-battle,Gen. Defender,selected,2026-04-17 19:14
2026,6,Hawthorn,J Sicily,pp-hawthorn-hawks--james-sicily,Gen. Defender,selected,2026-04-17 19:14
2026,6,Hawthorn,B Hardwick,pp-hawthorn-hawks--blake-hardwick,Gen. Defender,selected,2026-04-17 19:14
2026,6,Port Adelaide,C Moraes,pp-port-adelaide-power--christian-moraes,Gen. Forward,selected,2026-04-17 19:14
2026,6,Port Adelaide,M Georgiades,pp-port-adelaide-power--mitch-georgiades,Gen. Forward,selected,2026-04-17 19:14
2026,6,Port Adelaide,J Berry,pp-port-adelaide-power--joe-berry,Gen. Forward,selected,2026-04-17 19:14
2026,6,Hawthorn,F Perez,pp-hawthorn-hawks--flynn-perez,Midfielder,selected,2026-04-17 19:14
2026,6,Hawthorn,C Nash,pp-hawthorn-hawks--conor-nash,Midfielder,selected,2026-04-17 19:14
2026,6,Hawthorn,K Amon,pp-hawthorn-hawks--karl-amon,Midfielder,selected,2026-04-17 19:14
2026,6,Port Adelaide,E Mackinlay,pp-port-adelaide-power--ewan-mackinlay,Midfielder,selected,2026-04-17 19:14
2026,6,Port Adelaide,J H-Francis,pp-port-adelaide-power--jason-horne-francis,Midfielder,selected,2026-04-17 19:14
2026,6,Port Adelaide,J Wehr,pp-port-adelaide-power--jacob-wehr,Midfielder,selected,2026-04-17 19:14
2026,6,Hawthorn,W McCabe,pp-hawthorn-hawks--william-mccabe,Gen. Forward,selected,2026-04-17 19:14
2026,6,Hawthorn,M Lewis,pp-hawthorn-hawks--mitchell-lewis,Gen. Forward,selected,2026-04-17 19:14
2026,6,Hawthorn,S Butler,pp-hawthorn-hawks--sam-butler-1,Gen. Forward,selected,2026-04-17 19:14
2026,6,Port Adelaide,J Burgoyne,pp-port-adelaide-power--jase-burgoyne,Gen. Defender,selected,2026-04-17 19:14
2026,6,Port Adelaide,A Aliir,pp-port-adelaide-power--aliir-aliir,Gen. Defender,selected,2026-04-17 19:14
2026,6,Port Adelaide,K Farrell,pp-port-adelaide-power--kane-farrell,Gen. Defender,selected,2026-04-17 19:14
2026,6,Hawthorn,D Moore,pp-hawthorn-hawks--dylan-moore,Key Forward,selected,2026-04-17 19:14
2026,6,Hawthorn,C Dear,pp-hawthorn-hawks--calsher-dear,Key Forward,selected,2026-04-17 19:14
2026,6,Hawthorn,N Watson,pp-hawthorn-hawks--nick-watson,Key Forward,selected,2026-04-17 19:14
2026,6,Port Adelaide,T Marshall,pp-port-adelaide-power--todd-marshall,Key Defender,selected,2026-04-17 19:14
2026,6,Port Adelaide,L Jones,pp-port-adelaide-power--lachlan-jones,Key Defender,selected,2026-04-17 19:14
2026,6,Port Adelaide,M Bergman,pp-port-adelaide-power--miles-bergman,Key Defender,selected,2026-04-17 19:14
2026,6,Hawthorn,N Reeves,pp-hawthorn-hawks--ned-reeves,Ruck,selected,2026-04-17 19:14
2026,6,Hawthorn,J Newcombe,pp-hawthorn-hawks--jai-newcombe,Ruck,selected,2026-04-17 19:14
2026,6,Hawthorn,C Mackenzie,pp-hawthorn-hawks--cameron-mackenzie,Ruck,selected,2026-04-17 19:14
2026,6,Port Adelaide,J Sweet,pp-port-adelaide-power--jordon-sweet,Ruck,selected,2026-04-17 19:14
2026,6,Port Adelaide,Z Butters,pp-port-adelaide-power--zak-butters,Ruck,selected,2026-04-17 19:14
2026,6,Port Adelaide,W Drew,pp-port-adelaide-power--willem-drew,Ruck,selected,2026-04-17 19:14
2026,6,Port Adelaide,C Durdin,pp-port-adelaide-power--corey-durdin,Interchange,interchange,2026-04-17 19:14
2026,6,Port Adelaide,O Wines,pp-port-adelaide-power--oliver-wines,Interchange,interchange,2026-04-17 19:14
2026,6,Port Adelaide,J Lai,pp-port-adelaide-power--josh-lai,Interchange,interchange,2026-04-17 19:14
2026,6,Port Adelaide,L Evans,pp-port-adelaide-power--logan-evans,Interchange,interchange,2026-04-17 19:14
2026,6,Port Adelaide,D Visentini,pp-port-adelaide-power--dante-visentini,Interchange,interchange,2026-04-17 19:14
2026,6,Port Adelaide,J Watkins,pp-port-adelaide-power--jack-watkins,,emergency,2026-04-17 19:14
2026,6,Port Adelaide,M Zadow,pp-port-adelaide-power--mitch-zadow,,emergency,2026-04-17 19:14
2026,6,Port Adelaide,B Z-Thatcher,pp-port-adelaide-power--brandon-zerk-thatcher,,emergency,2026-04-17 19:14
2026,6,Adelaide,B Cook,pp-adelaide-crows--brayden-cook,Interchange,interchange,2026-04-17 19:14
2026,6,Adelaide,F Maley,pp-adelaide-crows--finnbar-maley,Interchange,interchange,2026-04-17 19:14
2026,6,Adelaide,C Edwards,pp-adelaide-crows--charlie-edwards,Interchange,interchange,2026-04-17 19:14
2026,6,Adelaide,L Pedlar,pp-adelaide-crows--luke-pedlar,Interchange,interchange,2026-04-17 19:14
2026,6,Adelaide,W Milera,pp-adelaide-crows--wayne-milera,Interchange,interchange,2026-04-17 19:14
2026,6,Adelaide,J Borlase,pp-adelaide-crows--james-borlase,,emergency,2026-04-17 19:14
2026,6,Adelaide,T Murray,pp-adelaide-crows--toby-murray,,emergency,2026-04-17 19:14
2026,6,Adelaide,B Dowling,pp-adelaide-crows--billy-dowling,,emergency,2026-04-17 19:14
2026,6,Adelaide,J Worrell,pp-adelaide-crows--josh-worrell,Key Defender,selected,2026-04-17 19:14
2026,6,Adelaide,N Murray,pp-adelaide-crows--nick-murray,Key Defender,selected,2026-04-17 19:14
2026,6,Adelaide,M Michalanney,pp-adelaide-crows--max-michalanney,Key Defender,selected,2026-04-17 19:14
2026,6,St Kilda,J Higgins,pp-st-kilda-saints--jack-higgins,Key Forward,selected,2026-04-17 19:14
2026,6,St Kilda,C Sharman,pp-st-kilda-saints--cooper-sharman,Key Forward,selected,2026-04-17 19:14
2026,6,St Kilda,R Marshall,pp-st-kilda-saints--rowan-marshall,Key Forward,selected,2026-04-17 19:14
2026,6,Adelaide,R Laird,pp-adelaide-crows--rory-laird,Gen. Defender,selected,2026-04-17 19:14
2026,6,Adelaide,J Butts,pp-adelaide-crows--jordon-butts,Gen. Defender,selected,2026-04-17 19:14
2026,6,Adelaide,H Bond,pp-adelaide-crows--hugh-bond,Gen. Defender,selected,2026-04-17 19:14
2026,6,St Kilda,M Wood,pp-st-kilda-saints--mason-wood,Gen. Forward,selected,2026-04-17 19:14
2026,6,St Kilda,L Ryan,pp-st-kilda-saints--liam-ryan,Gen. Forward,selected,2026-04-17 19:14
2026,6,St Kilda,M Owens,pp-st-kilda-saints--mitchito-owens,Gen. Forward,selected,2026-04-17 19:14
2026,6,Adelaide,I Cumming,pp-adelaide-crows--isaac-cumming,Midfielder,selected,2026-04-17 19:14
2026,6,Adelaide,S Berry,pp-adelaide-crows--sam-berry,Midfielder,selected,2026-04-17 19:14
2026,6,Adelaide,L Nankervis,pp-adelaide-crows--luke-nankervis,Midfielder,selected,2026-04-17 19:14
2026,6,St Kilda,H Boxshall,pp-st-kilda-saints--hugh-boxshall,Midfielder,selected,2026-04-17 19:14
2026,6,St Kilda,M Hall,pp-st-kilda-saints--max-hall,Midfielder,selected,2026-04-17 19:14
2026,6,St Kilda,D Wilson,pp-st-kilda-saints--darcy-wilson,Midfielder,selected,2026-04-17 19:14
2026,6,Adelaide,B Keays,pp-adelaide-crows--ben-keays,Gen. Forward,selected,2026-04-17 19:14
2026,6,Adelaide,R Thilthorpe,pp-adelaide-crows--riley-thilthorpe,Gen. Forward,selected,2026-04-17 19:14
2026,6,Adelaide,Z Taylor,pp-adelaide-crows--zac-taylor,Gen. Forward,selected,2026-04-17 19:14
2026,6,St Kilda,J Sinclair,pp-st-kilda-saints--jack-sinclair,Gen. Defender,selected,2026-04-17 19:14
2026,6,St Kilda,B Hill,pp-st-kilda-saints--bradley-hill,Gen. Defender,selected,2026-04-17 19:14
2026,6,St Kilda,N W-Milera,pp-st-kilda-saints--nasiah-wanganeen-milera,Gen. Defender,selected,2026-04-17 19:14
